"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","totalDischarge","flowTime_EST","airTemp","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"2024-08-07 17:18:00","DRY UPPER","night",29.1,NA,"Run","","Center",NA,"Mud,Rock","Mostly shaded",-72.5058666666666,42.668335,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 17:21:00","DRY UPPER","night",30.1,NA,"Pool","Woody_debris,Root_bundle","Left",NA,"Mud,Rock","Fully shaded",-72.5051161666667,42.6682056666667,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 17:25:00","DRY UPPER","night",16,NA,"Pool","Woody_debris,Root_bundle","Center",NA,"Mud,Sand","Fully shaded",-72.5045476666667,42.6675745,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 17:30:00","DRY UPPER","night",54,NA,"Pool","Woody_debris,Root_bundle","Right",NA,"Mud,Rock","Mostly shaded",-72.5041211666667,42.666043,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 17:45:00","DRY UPPER","night",21,NA,"Pool","Woody_debris","Center",NA,"Rock,Boulder,Mud","Fully shaded",-72.504426,42.6619371666667,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 18:11:00","DRY UPPER","night",21,NA,"Pool","Woody_debris","Left",NA,"Mud","Fully shaded",-72.5045033333333,42.6618086666667,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 18:23:00","DRY UPPER","night",54,NA,"Pool","Root_bundle,Woody_debris","Right",NA,"Mud,Rock","Fully shaded",-72.5041511666667,42.6662281666667,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 18:28:00","DRY UPPER","night",16,NA,"Pool","Woody_debris,Root_bundle","Center",NA,"Mud","Night",-72.5045951666667,42.6676376666667,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 18:31:00","DRY UPPER","night",30.1,NA,"Pool","Woody_debris","Left",NA,"Mud","Night",-72.5049878333333,42.6682646666667,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 18:35:00","DRY UPPER","night",29.1,NA,"Pool","Woody_debris","Center",NA,"Mud,Rock","Night",-72.5060186666666,42.668467,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 18:59:00","DRY UPPER","night",29.1,NA,"Run","Woody_debris","Left",NA,"Mud,Rock","Night",-72.506213,42.6683723333333,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 19:18:00","DRY UPPER","night",16,NA,"Pool","Woody_debris,Root_bundle","Center",NA,"Mud,Rock","Night",-72.5045675,42.6676808333333,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 19:53:00","DRY UPPER","night",29.1,NA,"Run","Woody_debris","Left",NA,"Mud,Rock","Night",-72.5058761666667,42.668508,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
"2024-08-07 20:01:00","DRY UPPER","night",30.1,NA,"Pool","Woody_debris","Left",NA,"Rock,Mud","Night",-72.5050881666667,42.668164,"","iPad",-0.09,"2024-08-07 20:19:58",75,"Mostly sunny/mostly clear","No rain","17:14","22:12","DRYU202408072002EST","
","20:02","Lat 42.6619051.  Lon 72.50446738",80,"Lat 42.6684551 Lon 72.5079943",80
