"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source"
"2024-06-18 12:02:00","AMETHYST","day",56,NA,"Pool","","Center","Rock",NA,"Mostly shaded",-72.4607595,42.3813361666667,"Fish moving around the pool between mostly shaded part and non shaded part.","iPad"
"2024-06-18 12:40:00","AMETHYST","day",61,NA,"Pool","","Right","Pebble",NA,"Mostly shaded",-72.4631841666667,42.3794068333333,"","iPad"
"2024-06-18 12:54:00","HARRIS","day",20,NA,"Glide","","Right","Rock",NA,"Mostly shaded",-72.460408,42.381272,"","iPad"
"2024-06-18 13:18:00","BUFFAM","day",18,NA,"Pool","","Center","Rock",NA,"Mostly shaded",-72.4597116666666,42.3812563333333,"","iPad"
"2024-06-18 13:19:00","BUFFAM","day",62,NA,"Riffle","","Right","Rock",NA,"Lightly shaded",-72.459594,42.3812513333333,"","iPad"
"2024-06-18 13:21:00","BUFFAM","day",57,NA,"Pool","","Right","Rock",NA,"Lightly shaded",-72.4595971666667,42.381179,"","iPad"
"2024-06-18 13:23:00","BUFFAM","day",11,NA,"Pool","","Center","Rock",NA,"Lightly shaded",-72.4596565,42.3812821666667,"","iPad"
"2024-06-18 13:28:00","BUFFAM","day",14,NA,"Riffle","","Right","Rock",NA,"Fully shaded",-72.4599275,42.38138,"","iPad"
"2024-06-18 13:30:00","BUFFAM","day",13,NA,"Pool","Undercut_bank","Left","Mud",NA,"Fully shaded",-72.4601593333333,42.381294,"","iPad"
"2024-06-18 13:53:00","AMETHYST","day",61,NA,"Pool","","Right","Rock",NA,"Mostly shaded",-72.463157,42.379568,"","iPad"
"2024-06-18 14:03:00","AMETHYST","day",56,NA,"Pool","","Center","Rock",NA,"Mostly shaded",-72.4608175,42.3816168333333,"","iPad"
"2024-06-18 14:06:00","AMETHYST","day",19,NA,"Run","","Center","Rock",NA,"Mostly shaded",-72.4603475,42.3813996666667,"","iPad"
"2024-06-18 14:09:00","AMETHYST","day",59,NA,"Glide","","Right","Rock",NA,"Lightly shaded",-72.460155,42.3813321666667,"","iPad"
"2024-06-18 14:12:00","HARRIS","day",20,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.4603796666667,42.3811358333333,"Has not moved at all.
","iPad"
"2024-06-18 14:31:00","BUFFAM","day",60,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.4590393333334,42.381637,"Climbed up waterfall in Buffom, went very high up and went under a rock.","iPad"
"2024-06-18 14:41:00","BUFFAM","day",11,NA,"Pool","","Center","Boulder",NA,"Lightly shaded",-72.4597521666667,42.3810858333333,"","iPad"
"2024-06-18 14:41:00","BUFFAM","day",57,NA,"Pool","","Center","Boulder",NA,"Mostly shaded",-72.4597286666667,42.3810865,"","iPad"
"2024-06-18 14:41:00","BUFFAM","day",18,NA,"Pool","","Center","Boulder",NA,"Mostly shaded",-72.4597608333333,42.381118,"","iPad"
"2024-06-18 14:43:00","BUFFAM","day",62,NA,"Run","","Center","Rock",NA,"Lightly shaded",-72.459643,42.381093,"Right at the bottom of the waterfall.","iPad"
"2024-06-18 14:49:00","BUFFAM","day",14,NA,"Riffle","","Right","Rock",NA,"Lightly shaded",-72.459967,42.381346,"","iPad"
"2024-06-18 14:52:00","BUFFAM","day",13,NA,"Glide","","Left","Sand",NA,"Fully shaded",-72.4603415,42.3812715,"","iPad"
"2024-06-18 15:02:00","AMETHYST","day",61,NA,"Pool","","Right","Pebble",NA,"Mostly shaded",-72.4634941666667,42.3796361666667,"","iPad"
"2024-06-18 15:13:00","AMETHYST","day",56,NA,"Pool","","Right","Rock",NA,"Mostly shaded",-72.4602751666667,42.3810011666667,"","iPad"
"2024-06-18 15:20:00","AMETHYST","day",19,NA,"Pool","","Left","Boulder",NA,"Mostly shaded",-72.4604543333333,42.3815058333333,"","iPad"
"2024-06-18 15:22:00","AMETHYST","day",59,NA,"Riffle","","Right","Rock",NA,"Lightly shaded",-72.4604625,42.3814091666667,"","iPad"
"2024-06-18 15:25:00","HARRIS","day",20,NA,"Pool","","Right","Rock",NA,"Mostly shaded",-72.4603421666667,42.3812775,"","iPad"
"2024-06-18 15:33:00","BUFFAM","day",60,NA,"Pool","","Right","Boulder",NA,"Mostly shaded",-72.4590531666667,42.381559,"","iPad"
"2024-06-18 15:53:00","BUFFAM","day",18,NA,"Pool","","Center","Rock",NA,"Mostly shaded",-72.4596843333333,42.3811523333333,"","iPad"
"2024-06-18 15:53:00","BUFFAM","day",11,NA,"Pool","","Center","Rock",NA,"Mostly shaded",-72.45965,42.3810983333333,"","iPad"
"2024-06-18 15:53:00","BUFFAM","day",57,NA,"Pool","","Center","Rock",NA,"Mostly shaded",-72.459611,42.3811045,"","iPad"
"2024-06-18 15:55:00","BUFFAM","day",62,NA,"Run","","Right","Rock",NA,"Lightly shaded",-72.4595625,42.381055,"","iPad"
"2024-06-18 16:01:00","BUFFAM","day",13,NA,"Pool","Undercut_bank","Left","Boulder",NA,"Fully shaded",-72.4601956666667,42.381406,"","iPad"
"2024-06-18 16:35:00","AMETHYST","day",61,NA,"Pool","","Right","Pebble",NA,"Fully shaded",-72.463285,42.379503,"","iPad"
"2024-06-18 16:45:00","HARRIS","day",20,NA,"Pool","","Center","Boulder",NA,"Mostly shaded",-72.4603653333333,42.3812506666667,"","iPad"
"2024-06-18 23:41:00","AMETHYST","night",19,NA,"Riffle","","Left","Rock",NA,"Night",-72.460348,42.3816043333333,"","iPad"
"2024-06-19 00:15:00","AMETHYST","night",59,189,"Riffle","","Center","Rock",NA,"Night",-72.4603245,42.381543,"Moving thought I saw a higher signal 194","iPad"
"2024-06-19 00:20:00","BUFFAM","night",13,NA,"Run","","Left","Rock",NA,"Night",-72.4600956666667,42.3812953333333,"","iPad"
"2024-06-19 00:30:00","BUFFAM","night",14,NA,"Run","","Center","Rock",NA,"Night",-72.4598778333333,42.3811233333333,"","iPad"
"2024-06-19 00:38:00","BUFFAM","night",18,NA,"Riffle","","Center","Rock",NA,"",-72.4597831666667,42.3811503333333,"","iPad"
"2024-06-19 00:42:00","BUFFAM","night",57,NA,"Pool","","Center","Sand",NA,"Night",-72.459834,42.3811825,"","iPad"
"2024-06-19 00:45:00","BUFFAM","night",11,NA,"Pool","","Center","Sand",NA,"Night",-72.4600006666667,42.3811105,"","iPad"
"2024-06-19 00:47:00","BUFFAM","night",62,NA,"Pool","","Center","Rock",NA,"Night",-72.4596546666667,42.381149,"","iPad"
"2024-06-19 01:04:00","BUFFAM","night",60,NA,"Run","","Center","Rock",NA,"Night",-72.4589613333333,42.3815643333333,"","iPad"
"2024-06-19 01:23:00","HARRIS","night",20,NA,"Run","","Center","Rock",NA,"Night",-72.4602863333333,42.3811335,"","iPad"
"2024-06-19 01:37:00","AMETHYST","night",56,NA,"Pool","","Center","Sand",NA,"Night",-72.4609045,42.3814945,"","iPad"
"2024-06-19 01:53:00","AMETHYST","night",61,NA,"Pool","","Center","Sand",NA,"Night",-72.4633026666667,42.3795555,"","iPad"
"2024-06-19 02:01:00","AMETHYST","night",56,NA,"Pool","","Left","Sand",NA,"Night",-72.460885,42.3815375,"","iPad"
"2024-06-19 02:07:00","AMETHYST","night",19,NA,"Riffle","","Center","Rock",NA,"Night",-72.4605838333333,42.381639,"","iPad"
"2024-06-19 02:44:00","AMETHYST","night",59,NA,"Riffle","","Center","Rock",NA,"Night",-72.4602311666667,42.3812833333333,"","iPad"
"2024-06-19 02:51:00","BUFFAM","night",14,NA,"Riffle","","Left","Rock",NA,"Night",-72.460234,42.3812266666667,"","iPad"
"2024-06-19 03:11:00","BUFFAM","night",14,NA,"Riffle","","Center","Rock",NA,"Night",-72.4599356666667,42.381317,"","iPad"
"2024-06-19 03:20:00","BUFFAM","night",18,NA,"Pool","","Center","Sand",NA,"Night",-72.459648,42.3811638333333,"","iPad"
"2024-06-19 03:21:00","BUFFAM","night",62,NA,"Pool","","Center","Sand",NA,"Night",-72.4598751666667,42.3810815,"","iPad"
"2024-06-19 03:23:00","BUFFAM","night",11,NA,"Pool","","Center","Sand",NA,"Night",-72.4596716666667,42.3809551666667,"","iPad"
"2024-06-19 03:31:00","BUFFAM","night",57,NA,"Pool","","Center","Sand",NA,"Night",-72.4598356666667,42.3811228333333,"","iPad"
"2024-06-19 03:40:00","BUFFAM","night",60,NA,"Riffle","","Left","Rock",NA,"Night",-72.4589653333333,42.3817065,"","iPad"
"2024-06-19 04:01:00","HARRIS","night",20,NA,"Riffle","","Center","Rock",NA,"Night",-72.4603516666667,42.3813151666667,"","iPad"
"2024-06-19 04:15:00","AMETHYST","night",61,NA,"Pool","","Center","Pebble",NA,"Night",-72.4632933333333,42.3797453333333,"","iPad"
"2024-06-19 11:16:00","DRY UPPER","day",16,NA,"Pool","Woody_debris","Center","Mud",NA,"Mostly shaded",-72.5044113333333,42.6675918333333,"","iPad"
"2024-06-19 11:22:00","DRY UPPER","day",55,NA,"Pool","Woody_debris","Center","Mud",NA,"Mostly shaded",-72.5044078333333,42.6676446666667,"","iPad"
"2024-06-19 11:24:00","DRY UPPER","day",53,NA,"Pool","Woody_debris","Right","Mud",NA,"Mostly shaded",-72.5045053333333,42.667747,"","iPad"
"2024-06-19 11:30:00","DRY UPPER","day",54,NA,"Pool","Woody_debris","Left","Mud",NA,"Fully shaded",-72.504899,42.6669481666667,"","iPad"
"2024-06-19 11:36:00","DRY UPPER","day",48,NA,"Pool","Woody_debris","Center","Mud",NA,"Fully shaded",-72.5049448333333,42.6668191666667,"","iPad"
"2024-06-19 11:49:00","DRY UPPER","day",49,NA,"Pool","Woody_debris","Right","Mud",NA,"",-72.5041023333333,42.6660448333333,"","iPad"
"2024-06-19 11:50:00","DRY UPPER","day",42,NA,"Pool","Woody_debris","Right","Mud",NA,"Fully shaded",-72.5041245,42.6661031666667,"","iPad"
"2024-06-19 12:42:00","DRY UPPER","day",23,NA,"Pool","","Left","Rock",NA,"Fully sunny",-72.5044546666667,42.6666688333333,"Under cobble/boulder","iPad"
"2024-06-19 12:53:00","DRY UPPER","day",22,NA,"Pool","Woody_debris","Left","Mud",NA,"Fully sunny",-72.5044771666666,42.6678186666667,"","iPad"
"2024-06-19 13:36:00","DRY UPPER","day",22,NA,"Pool","Woody_debris,Root_bundle","Right","Rock",NA,"Mostly shaded",-72.5044221666667,42.6676336666667,"","iPad"
"2024-06-19 13:57:00","DRY UPPER","day",53,NA,"Pool","Woody_debris,Root_bundle","Right","Mud",NA,"Mostly shaded",-72.5044738333333,42.6676295,"","iPad"
"2024-06-19 13:59:00","DRY UPPER","day",55,NA,"Pool","Woody_debris","Center","Mud",NA,"Fully shaded",-72.504498,42.6676475,"","iPad"
"2024-06-19 14:03:00","DRY UPPER","day",16,NA,"Pool","Woody_debris","Right","Mud",NA,"Fully shaded",-72.504619,42.6676525,"","iPad"
"2024-06-19 14:10:00","DRY UPPER","day",25,NA,"Pool","Undercut_bank,Woody_debris","Right","Rock",NA,"Fully shaded",-72.5049663333333,42.667034,"","iPad"
"2024-06-19 14:10:00","DRY UPPER","day",24,NA,"Pool","Woody_debris,Undercut_bank","Right","Rock",NA,"Fully shaded",-72.504902,42.667064,"","iPad"
"2024-06-19 14:10:00","DRY UPPER","day",21,NA,"Pool","Woody_debris,Undercut_bank","Right","Rock",NA,"Fully shaded",-72.5049173333333,42.6670473333333,"","iPad"
"2024-06-19 14:18:00","DRY UPPER","day",48,NA,"Pool","Woody_debris,Root_bundle","Left","Rock",NA,"Mostly shaded",-72.5048401666667,42.6668136666667,"","iPad"
"2024-06-19 14:19:00","DRY UPPER","day",54,NA,"Pool","Woody_debris","Left","Mud",NA,"Fully shaded",-72.504893,42.6668691666667,"","iPad"
"2024-06-19 14:23:00","DRY UPPER","day",23,NA,"Pool","Root_bundle","Left","Rock",NA,"Fully sunny",-72.5044188333333,42.6665735,"","iPad"
"2024-06-19 14:29:00","DRY UPPER","day",42,NA,"Pool","Woody_debris,Root_bundle","Right","Rock",NA,"Mostly shaded",-72.5039983333333,42.6659973333333,"","iPad"
"2024-06-19 14:34:00","DRY UPPER","day",49,NA,"Pool","Woody_debris","Left","Rock",NA,"Fully shaded",-72.5040871666667,42.666066,"","iPad"
"2024-06-20 00:15:00","DRY UPPER","night",22,NA,"Pool","Woody_debris","Right","Mud",NA,"Night",-72.5047876666667,42.6676861666667,"","iPad"
"2024-06-20 00:19:00","DRY UPPER","night",16,NA,"Pool","Woody_debris","Right","Mud",NA,"Night",-72.5047105,42.6676826666667,"","iPad"
"2024-06-20 00:19:00","DRY UPPER","night",53,NA,"Pool","Woody_debris","Center","Mud",NA,"Night",-72.5048131666667,42.6677003333333,"","iPad"
"2024-06-20 00:21:00","DRY UPPER","night",55,NA,"Glide","Woody_debris","Center","Mud",NA,"Night",-72.5046286666667,42.6675571666667,"","iPad"
"2024-06-20 00:30:00","DRY UPPER","night",21,NA,"Run","","Center","Rock",NA,"Night",-72.5051676666667,42.6670171666667,"","iPad"
"2024-06-20 00:31:00","DRY UPPER","night",25,NA,"Pool","","Center","Sand",NA,"Night",-72.5052358333333,42.6670928333333,"","iPad"
"2024-06-20 00:34:00","DRY UPPER","night",24,NA,"Pool","","Center","Sand",NA,"Night",-72.505028,42.667268,"","iPad"
"2024-06-20 00:53:00","DRY UPPER","night",48,182,"Pool","Woody_debris","Center","Rock",NA,"Night",-72.5048991666667,42.666828,"","iPad"
"2024-06-20 01:09:00","DRY UPPER","night",23,NA,"Run","","Left","Rock",NA,"Night",-72.5040556666667,42.6660393333333,"","iPad"
"2024-06-20 01:10:00","DRY UPPER","night",42,NA,"Run","","Center","Rock",NA,"Night",-72.5041451666667,42.666041,"","iPad"
"2024-06-20 01:11:00","DRY UPPER","night",49,NA,"Run","","Center","Rock",NA,"Night",-72.5041066666667,42.6660445,"","iPad"
"2024-06-20 01:50:00","DRY UPPER","night",49,NA,"Run","","Right","Rock",NA,"Night",-72.5042263333333,42.666016,"","iPad"
"2024-06-20 01:54:00","DRY UPPER","night",42,NA,"Run","Woody_debris,Root_bundle","Center","Rock",NA,"Night",-72.5042091666667,42.6660716666667,"","iPad"
"2024-06-20 01:57:00","DRY UPPER","night",23,NA,"Run","","Right","Rock",NA,"Night",-72.5041566666667,42.6660743333333,"","iPad"
"2024-06-20 02:17:00","DRY UPPER","night",48,NA,"Riffle","Woody_debris,Root_bundle","Center","Pebble",NA,"Night",-72.504807,42.6668366666667,"","iPad"
"2024-06-20 02:28:00","DRY UPPER","night",54,NA,"Pool","","Left","Rock",NA,"Night",-72.504815,42.6668621666667,"","iPad"
"2024-06-20 02:32:00","DRY UPPER","night",21,NA,"Run","","Right","Rock",NA,"Night",-72.505143,42.666996,"","iPad"
"2024-06-20 02:34:00","DRY UPPER","night",25,NA,"Run","","Center","Rock",NA,"Night",-72.5050136666667,42.6670671666667,"","iPad"
"2024-06-20 02:40:00","DRY UPPER","night",24,NA,"Run","","Right","Rock",NA,"Night",-72.5050386666667,42.6670516666667,"","iPad"
"2024-06-20 02:54:00","DRY UPPER","night",53,NA,"Pool","Root_bundle,Woody_debris","Center","Sand",NA,"Night",-72.5044705,42.6675968333333,"","iPad"
"2024-06-20 02:55:00","DRY UPPER","night",16,NA,"Pool","Root_bundle,Woody_debris","Center","Sand",NA,"Night",-72.5045658333333,42.6677365,"","iPad"
"2024-06-20 03:03:00","DRY UPPER","night",55,NA,"Pool","Root_bundle,Woody_debris","Center","Sand",NA,"Night",-72.5046533333333,42.6676466666667,"","iPad"
"2024-06-20 03:09:00","DRY UPPER","night",22,NA,"Pool","","Center","Mud",NA,"Night",-72.5044003333333,42.6676883333333,"","iPad"
"2024-06-20 03:56:00","DRY UPPER","night",22,NA,"Pool","","Center","Mud",NA,"Night",-72.5045475,42.667682,"","iPad"
"2024-06-20 03:57:00","DRY UPPER","night",53,NA,"Pool","","Center","Mud",NA,"Night",-72.504527,42.667573,"","iPad"
"2024-06-20 03:58:00","DRY UPPER","night",55,NA,"Pool","Woody_debris","Center","Mud",NA,"Night",-72.5046036666667,42.66762,"","iPad"
"2024-06-20 04:07:00","DRY UPPER","night",16,188,"Pool","Woody_debris","Center","Mud",NA,"Night",-72.5045655,42.667624,"","iPad"
"2024-06-20 04:11:00","DRY UPPER","night",21,NA,"Run","Undercut_bank","Right","Rock",NA,"Night",-72.505069,42.6670771666667,"","iPad"
"2024-06-20 04:14:00","DRY UPPER","night",25,NA,"Pool","","Right","Rock",NA,"Night",-72.5050978333334,42.6670006666667,"","iPad"
"2024-06-20 04:24:00","DRY UPPER","night",24,NA,"Pool","","Center","Rock",NA,"Night",-72.5050755,42.6670995,"","iPad"
"2024-06-20 04:28:00","DRY UPPER","night",54,NA,"Pool","","Center","Pebble",NA,"Night",-72.5047521666667,42.6668755,"","iPad"
"2024-06-20 04:29:00","DRY UPPER","night",48,NA,"Pool","Woody_debris","Right","Rock",NA,"Night",-72.504778,42.6667675,"","iPad"
"2024-06-20 04:38:00","DRY UPPER","night",23,NA,"Riffle","Woody_debris","Right","Pebble",NA,"Night",-72.5041736666667,42.665972,"","iPad"
"2024-06-20 04:51:00","DRY UPPER","night",42,189,"Pool","","Center","Pebble",NA,"Night",-72.5041498333333,42.6659593333333,"","iPad"
"2024-06-20 04:52:00","DRY UPPER","night",49,188,"Pool","","Right","Pebble",NA,"Night",-72.5042423333333,42.6658913333333,"","iPad"
"2024-06-20 11:27:00","UNDERHILL","day",41,NA,"Pool","","Left","Rock",NA,"Mostly shaded",-72.3248981666667,42.4450986666667,"","iPad"
"2024-06-20 11:34:00","UNDERHILL","day",43,NA,"Run","","Right","Rock",NA,"Fully shaded",-72.3254238333333,42.4451858333333,"","iPad"
"2024-06-20 11:38:00","UNDERHILL","day",40,NA,"Riffle","","Center","Rock",NA,"Fully shaded",-72.3257078333333,42.445207,"","iPad"
"2024-06-20 11:47:00","UNDERHILL","day",33,NA,"Riffle","","Right","Rock",NA,"Fully shaded",-72.3267263333333,42.4455731666667,"","iPad"
"2024-06-20 11:49:00","UNDERHILL","day",34,NA,"Pool","","Right","Boulder",NA,"Fully sunny",-72.3267833333333,42.445612,"","iPad"
"2024-06-20 12:06:00","UNDERHILL","day",36,NA,"Run","","Right","Rock",NA,"Fully shaded",-72.3276551666667,42.4452848333333,"","iPad"
"2024-06-20 12:08:00","UNDERHILL","day",27,NA,"Pool","Undercut_bank","Right","Rock",NA,"Mostly shaded",-72.3277426666667,42.4449496666667,"","iPad"
"2024-06-20 12:18:00","UNDERHILL","day",44,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.3284686666667,42.4448273333333,"","iPad"
"2024-06-20 13:01:00","UNDERHILL","day",44,NA,"Pool","","Center","Boulder",NA,"Mostly shaded",-72.3283798333333,42.4447698333333,"","iPad"
"2024-06-20 13:10:00","UNDERHILL","day",27,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.3277668333333,42.444922,"","iPad"
"2024-06-20 13:12:00","UNDERHILL","day",45,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.3277653333333,42.4451355,"","iPad"
"2024-06-20 13:14:00","UNDERHILL","day",36,NA,"Glide","","Center","Rock",NA,"Fully shaded",-72.3276035,42.4453663333333,"","iPad"
"2024-06-20 13:23:00","UNDERHILL","day",34,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.3267166666667,42.4454046666667,"","iPad"
"2024-06-20 13:25:00","UNDERHILL","day",33,NA,"Riffle","","Left","Rock",NA,"Fully shaded",-72.3265928333333,42.4455925,"","iPad"
"2024-06-20 13:32:00","UNDERHILL","day",40,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.325667,42.445198,"","iPad"
"2024-06-20 13:36:00","UNDERHILL","day",43,NA,"Riffle","","Right","Rock",NA,"Fully shaded",-72.3252275,42.4450648333333,"","iPad"
"2024-06-20 13:40:00","UNDERHILL","day",41,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.3247833333333,42.4450298333333,"","iPad"
"2024-06-20 15:27:00","UNDERHILL","day",35,NA,"Run","","Center","Boulder",NA,"Mostly shaded",-72.3295416666667,42.4435698333333,"","iPad"
"2024-06-20 15:38:00","UNDERHILL","day",44,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.3283183333333,42.4448188333333,"","iPad"
"2024-06-20 16:04:00","UNDERHILL","day",27,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.3278,42.4451383333333,"","iPad"
"2024-06-20 16:04:00","UNDERHILL","day",45,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.3278106666667,42.4453163333333,"","iPad"
"2024-06-20 16:07:00","UNDERHILL","day",36,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.327627,42.4455275,"","iPad"
