"date","trackedTime_EST","river","shift","radioID","tempID","power","source","fishNotes","lon","lat","habitat","habitatExtra","position","substrate","substrateExtra","shade","airTemp","cloud","precip","totalDischarge","flowTime_EST","startTime_EST","endTime_EST","streamNotes","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain","isoID","isoTime_EST","length","weight","sex","type","geneticSam","blood","section","collectionNotes","trackedTime_EST.receiver"
2024-06-11,2024-06-11 07:24:00,"AMETHYST","day",14,0,NA,"iPad",NA,-72.460666,42.3815423333333,"Pool",NA,"Center","Rock",NA,"Fully shaded",71,"Partly cloudy/partly sunny","No rain",1.56,NA,"06:30","12:00",NA,NA,NA,NA,NA,"AMTH202406111000EST","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 10:18:00,"AMETHYST","day",60,338,NA,"iPad",NA,-72.4601966666667,42.3813616666667,"Glide",NA,"Center","Rock",NA,"Mostly shaded",71,"Partly cloudy/partly sunny","No rain",1.56,NA,"06:30","12:00",NA,NA,NA,NA,NA,"AMTH202406111000EST","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 10:29:00,"AMETHYST","day",56,0,NA,"iPad",NA,-72.4609786666667,42.3814063333333,"Pool",NA,"Center","Rock",NA,"Fully shaded",71,"Partly cloudy/partly sunny","No rain",1.56,NA,"06:30","12:00",NA,NA,NA,NA,NA,"AMTH202406111000EST","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 10:29:00,"AMETHYST","day",14,0,NA,"iPad",NA,-72.4609373333333,42.3814068333333,"Run",NA,"Right","Rock",NA,"Fully shaded",71,"Partly cloudy/partly sunny","No rain",1.56,NA,"06:30","12:00",NA,NA,NA,NA,NA,"AMTH202406111000EST","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 10:53:00,"AMETHYST","day",61,336,NA,"iPad",NA,-72.4618158333333,42.3810043333333,"Riffle",NA,"Center","Rock",NA,"Mostly shaded",71,"Partly cloudy/partly sunny","No rain",1.56,NA,"06:30","12:00",NA,NA,NA,NA,NA,"AMTH202406111000EST","10:00",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 17:18:00,"BUFFAM","night",19,329,NA,"iPad",NA,-72.4603616666667,42.3813595,"Riffle",NA,"Center","Pebble",NA,"Fully shaded",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 17:25:00,"AMETHYST","night",60,338,NA,"iPad",NA,-72.4603848333333,42.3814365,"Pool",NA,"Left","Pebble",NA,"Fully shaded",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 17:30:00,"BUFFAM","night",11,328,NA,"iPad",NA,-72.4597635,42.3811593333333,"Run",NA,"Right","Rock",NA,"Fully shaded",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 17:31:00,"BUFFAM","night",62,334,NA,"iPad",NA,-72.459722,42.3810871666667,"Run",NA,"Right","Sand",NA,"Fully shaded",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 17:35:00,"BUFFAM","night",18,0,NA,"iPad",NA,-72.45982,42.3812088333333,"Pool",NA,"Center","Rock",NA,"Fully shaded",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 17:59:00,"HARRIS","night",20,0,NA,"iPad",NA,-72.4600805,42.3809868333333,"Pool",NA,"Left","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 18:05:00,"HARRIS","night",57,337,NA,"iPad",NA,-72.4602985,42.3810526666667,"Pool",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 18:18:00,"HARRIS","night",12,330,NA,"iPad",NA,-72.4599706666667,42.3810313333333,"Run",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 18:30:00,"HARRIS","night",15,327,NA,"iPad",NA,-72.459586,42.3809103333333,"Pool",NA,"Right","Granule",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 18:31:00,"HARRIS","night",13,326,NA,"iPad",NA,-72.4596096666667,42.3808966666667,"Pool",NA,"Right","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 18:46:00,"AMETHYST","night",59,335,NA,"iPad",NA,-72.4605465,42.3816071666667,"Pool",NA,"Right","Granule",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:00:00,"AMETHYST","night",56,0,NA,"iPad",NA,-72.4609613333333,42.3814535,"Pool",NA,"Right","Granule",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:07:00,"AMETHYST","night",14,0,NA,"iPad",NA,-72.4609275,42.3813653333333,"Run",NA,"Right","Pebble",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:26:00,"AMETHYST","night",61,336,NA,"iPad",NA,-72.4619616666667,42.3808946666667,"Pool",NA,"Left","Rock",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:32:00,"AMETHYST","night",60,338,NA,"iPad",NA,-72.4603981666667,42.3814278333333,"Pool",NA,"Left","Rock",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:34:00,"BUFFAM","night",19,329,NA,"iPad",NA,-72.4602491666667,42.3813791666667,"Pool",NA,"Center","Granule",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:40:00,"BUFFAM","night",11,328,NA,"iPad",NA,-72.459731,42.3811205,"Run",NA,"Right","Sand",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:41:00,"BUFFAM","night",62,334,NA,"iPad",NA,-72.4597061666667,42.3811851666667,"Run",NA,"Right","Sand",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:43:00,"BUFFAM","night",18,0,NA,"iPad",NA,-72.45987,42.3812783333333,"Pool",NA,"Left","Rock",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 19:57:00,"HARRIS","night",20,0,NA,"iPad",NA,-72.4603555,42.3810193333333,"Pool",NA,"Left","Pebble",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 20:00:00,"HARRIS","night",57,337,NA,"iPad",NA,-72.4602273333333,42.3810216666667,"Pool",NA,"Left","Pebble",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 20:02:00,"HARRIS","night",12,330,NA,"iPad",NA,-72.4601111666667,42.38092,"Run",NA,"Right","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 20:07:00,"HARRIS","night",15,327,NA,"iPad",NA,-72.459656,42.38082,"Run",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 20:21:00,"AMETHYST","night",59,335,NA,"iPad",NA,-72.4604455,42.3815671666667,"Pool",NA,"Right","Granule",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 20:30:00,"AMETHYST","night",56,0,NA,"iPad",NA,-72.4608845,42.3813341666667,"Pool",NA,"Center","Granule",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 21:08:00,"AMETHYST","night",60,338,NA,"iPad",NA,-72.4602475,42.3814568333333,"Riffle",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 21:12:00,"BUFFAM","night",19,329,NA,"iPad",NA,-72.460177,42.3812968333333,"Run",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 21:18:00,"BUFFAM","night",62,334,NA,"iPad",NA,-72.4596645,42.3811295,"Pool",NA,"Center","Sand",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 21:22:00,"BUFFAM","night",11,328,NA,"iPad",NA,-72.4597088333333,42.3811326666667,"Pool",NA,"Center","Sand",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 21:39:00,"HARRIS","night",12,330,NA,"iPad",NA,-72.4601321666667,42.3809658333333,"Run",NA,"Right","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 21:51:00,"HARRIS","night",13,326,NA,"iPad",NA,-72.4596036666667,42.3808858333333,"Run",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:03:00,"HARRIS","night",15,327,NA,"iPad",NA,-72.459587,42.3807855,"Run",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:07:00,"BUFFAM","night",18,0,NA,"iPad",NA,-72.4598663333333,42.381316,"Run",NA,"Right","Rock",NA,"Night",68,"Cloudy","No rain",0.02,"2024-06-11 20:26:53","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:20:00,"HARRIS","night",20,0,NA,"iPad",NA,-72.4603656666667,42.3809926666667,"Pool",NA,"Center","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:22:00,"HARRIS","night",57,337,NA,"iPad",NA,-72.4603175,42.3810131666667,"Riffle",NA,"Left","Rock",NA,"Night",68,"Cloudy","No rain",0.06,"2024-06-11 18:54:41","17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:34:00,"AMETHYST","night",59,335,NA,"iPad","Fast moving water right next to slow moving water.",-72.4604705,42.3815606666667,"Run",NA,"Right","Rock",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:45:00,"AMETHYST","night",56,0,NA,"iPad",NA,-72.4610081666667,42.381548,"Pool",NA,"Center","Granule",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 22:50:00,"AMETHYST","night",14,0,NA,"iPad",NA,-72.4609903333333,42.3814111666667,"Run",NA,"Right","Pebble",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-11,2024-06-11 23:01:00,"AMETHYST","night",61,336,NA,"iPad","On the edge of fast and slow moving water.",-72.461756,42.3807873333333,"Run",NA,"Left","Rock",NA,"Night",68,"Cloudy","No rain",0.08,NA,"17:14","23:20",NA,NA,NA,NA,NA,"AMTH202406111723EST","17:23",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 05:45:00,"UNDERHILL","day",41,314,NA,"iPad",NA,-72.3247363333333,42.444896,"Riffle","Root_bundle","Right","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:11:00,"UNDERHILL","day",43,309,NA,"iPad",NA,-72.3253928333333,42.445208,"Riffle","Woody_debris,Root_bundle","Right","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:16:00,"UNDERHILL","day",40,312,NA,"iPad",NA,-72.3257038333333,42.4453351666667,"Run","Root_bundle,Woody_debris","Center","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:31:00,"UNDERHILL","day",33,305,NA,"iPad",NA,-72.3266293333333,42.445448,"Glide","Root_bundle","Left","Rock",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:34:00,"UNDERHILL","day",34,296,NA,"iPad",NA,-72.326717,42.4455346666667,"Pool","Woody_debris,Root_bundle","Right","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:47:00,"UNDERHILL","day",45,310,NA,"iPad",NA,-72.3275183333333,42.4451651666667,"Run","Root_bundle,Woody_debris","Center","Rock",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:49:00,"UNDERHILL","day",36,301,NA,"iPad",NA,-72.3275865,42.4451106666667,"Riffle","Root_bundle,Woody_debris","Center","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:50:00,"UNDERHILL","day",27,303,NA,"iPad",NA,-72.3277413333333,42.4450601666667,"Run","Root_bundle,Woody_debris","Center","Mud",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 06:58:00,"UNDERHILL","day",44,311,NA,"iPad",NA,-72.327927,42.4448678333333,"Run",NA,"Right","Pebble",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 07:10:00,"UNDERHILL","day",35,295,NA,"iPad","Moving",-72.3283713333333,42.4444715,"Riffle",NA,"Left","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:21:00,"UNDERHILL","day",41,314,NA,"iPad",NA,-72.3247125,42.4451701666667,"Pool",NA,"Right","Mud",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:30:00,"UNDERHILL","day",43,309,NA,"iPad",NA,-72.3252676666667,42.4451343333333,"Pool",NA,"Right","Rock",NA,"Lightly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:34:00,"UNDERHILL","day",40,312,NA,"iPad",NA,-72.3255553333333,42.4452646666667,"Riffle",NA,"Right","Rock",NA,"Lightly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:44:00,"UNDERHILL","day",33,305,NA,"iPad",NA,-72.3264515,42.4455353333333,"Riffle",NA,"Left","Rock",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:45:00,"UNDERHILL","day",34,296,NA,"iPad",NA,-72.3266251666667,42.4455858333333,"Pool",NA,"Right","Rock",NA,"Mostly shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:54:00,"UNDERHILL","day",45,310,NA,"iPad",NA,-72.3276813333333,42.4450188333333,"Run",NA,"Right","Rock",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 09:57:00,"UNDERHILL","day",27,303,NA,"iPad",NA,-72.3277121666667,42.4450431666667,"Run",NA,"Center","Rock",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-12,2024-06-12 10:01:00,"UNDERHILL","day",44,311,NA,"iPad",NA,-72.3278693333333,42.4448423333333,"Pool",NA,"Right","Rock",NA,"Fully shaded",71,"Clear","No rain",0.86,"2024-06-12 09:04:18","05:26","10:58",NA,NA,NA,NA,NA,"UNDH202406120734EST","07:34",NA,NA,NA,NA,NA,NA,NA,NA,NA
